event_kind,event_id,event_type,stage,start_utc,end_utc,duration_seconds,session_id,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens,total_tokens,match_method,match_delta_seconds,match_candidate_count,match_ambiguity,done,passed,request_attention,final_status,note
attempt,work-independent-semantic-coder-b-v8,work,manual_semantic_reliability,2026-07-18T17:02:40Z,2026-07-18T17:18:58.703000Z,973.561,session-084,2637195,2517760,29022,8697,2666217,time_only_unique,1.901,1,not_ambiguous,True,,False,cleared,2026-07-18T17-02-40Z-0000__work-independent-semantic-coder-b-v8.json
attempt,work-adjudicate-analysis-repair-v3,work,manual_semantic_reliability,2026-07-18T17:18:59Z,2026-07-18T17:39:40.633000Z,1235.211,session-085,9857300,9651968,31709,6668,9889009,time_only_unique,3.212,1,not_ambiguous,False,,True,superseded,2026-07-18T17-18-59Z-0000__work-adjudicate-analysis-repair-v3.json
decision,019-patch,patch,orchestration,2026-07-18T17:42:10Z,2026-07-18T17:42:10Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=4; add_contracts=0; supersede=1; cancel=0
attempt,work-freeze-affected-recode-v5,work,manual_semantic_reliability,2026-07-18T17:42:19Z,2026-07-18T17:58:09.841000Z,942.959,session-086,2423073,2310400,31515,6781,2454588,task_id_and_time,3.404,1,not_ambiguous,True,,False,cleared,2026-07-18T17-42-19Z-0000__work-freeze-affected-recode-v5.json
attempt,work-independent-affected-recoder-a-v1,work,manual_semantic_reliability,2026-07-18T17:58:10Z,2026-07-18T17:58:10Z,0.0,,0,0,0,0,0,ambiguous,3.461,2,multiple_time_only_candidates,False,,True,superseded,2026-07-18T17-58-10Z-0000__work-independent-affected-recoder-a-v1.json
attempt,work-independent-affected-recoder-b-v1,work,manual_semantic_reliability,2026-07-18T17:58:10Z,2026-07-18T17:58:10Z,0.0,,0,0,0,0,0,ambiguous,3.461,2,multiple_time_only_candidates,False,,True,superseded,2026-07-18T17-58-10Z-0001__work-independent-affected-recoder-b-v1.json
decision,020-patch,patch,orchestration,2026-07-18T18:08:45Z,2026-07-18T18:08:45Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=3; add_contracts=0; supersede=2; cancel=0
attempt,work-reissue-affected-recode-packets-v6,work,manual_semantic_reliability,2026-07-18T18:09:05Z,2026-07-18T18:26:37.957000Z,1044.946,session-089,3751098,3623424,28045,6577,3779143,task_id_and_time,2.824,1,not_ambiguous,True,,False,cleared,2026-07-18T18-09-05Z-0000__work-reissue-affected-recode-packets-v6.json
attempt,work-independent-affected-recoder-a-v2,work,manual_semantic_reliability,2026-07-18T18:26:38Z,2026-07-18T18:26:38Z,0.0,,0,0,0,0,0,ambiguous,4.035,2,multiple_time_only_candidates,False,,True,superseded,2026-07-18T18-26-38Z-0000__work-independent-affected-recoder-a-v2.json
attempt,work-independent-affected-recoder-b-v2,work,manual_semantic_reliability,2026-07-18T18:26:38Z,2026-07-18T18:26:38Z,0.0,,0,0,0,0,0,ambiguous,4.035,2,multiple_time_only_candidates,False,,True,superseded,2026-07-18T18-26-38Z-0001__work-independent-affected-recoder-b-v2.json
decision,021-retry,retry,orchestration,2026-07-18T18:43:37Z,2026-07-18T18:43:37Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=0; add_contracts=0; supersede=0; cancel=0
attempt,work-independent-affected-recoder-a-v2,work,manual_semantic_reliability,2026-07-18T18:43:45Z,2026-07-18T18:43:45Z,0.0,,0,0,0,0,0,ambiguous,3.674,2,multiple_time_only_candidates,False,,False,superseded,2026-07-18T18-43-45Z-0000__work-independent-affected-recoder-a-v2.json
attempt,work-independent-affected-recoder-b-v2,work,manual_semantic_reliability,2026-07-18T18:43:45Z,2026-07-18T18:43:45Z,0.0,,0,0,0,0,0,ambiguous,3.674,2,multiple_time_only_candidates,False,,True,superseded,2026-07-18T18-43-45Z-0001__work-independent-affected-recoder-b-v2.json
decision,022-patch,patch,orchestration,2026-07-18T19:03:56Z,2026-07-18T19:03:56Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=3; add_contracts=0; supersede=2; cancel=0
attempt,work-reissue-affected-recode-programmatic-v7,work,manual_semantic_reliability,2026-07-18T19:04:04Z,2026-07-18T19:20:07.423000Z,956.856,session-094,3333219,3190784,34678,8496,3367897,task_id_and_time,3.389,1,not_ambiguous,True,,False,cleared,2026-07-18T19-04-04Z-0000__work-reissue-affected-recode-programmatic-v7.json
attempt,work-independent-affected-code-a-v1,work,other_work,2026-07-18T19:20:08Z,2026-07-18T19:20:08Z,0.0,,0,0,0,0,0,ambiguous,2.687,2,multiple_time_only_candidates,False,,True,superseded,2026-07-18T19-20-08Z-0000__work-independent-affected-code-a-v1.json
attempt,work-independent-affected-code-b-v1,work,other_work,2026-07-18T19:20:08Z,2026-07-18T19:20:08Z,0.0,,0,0,0,0,0,ambiguous,2.687,2,multiple_time_only_candidates,True,,False,cleared,2026-07-18T19-20-08Z-0001__work-independent-affected-code-b-v1.json
decision,023-patch,patch,orchestration,2026-07-18T19:47:18Z,2026-07-18T19:47:18Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=2; add_contracts=0; supersede=1; cancel=0
attempt,work-reissue-affected-code-a-v8,work,other_work,2026-07-18T19:47:42Z,2026-07-18T19:56:14.537000Z,506.049,session-097,1516927,1419776,17634,4140,1534561,task_id_and_time,3.317,1,not_ambiguous,True,,False,cleared,2026-07-18T19-47-42Z-0000__work-reissue-affected-code-a-v8.json
attempt,work-independent-affected-code-a-v2,work,other_work,2026-07-18T19:56:15Z,2026-07-18T20:20:10.919000Z,1429.729,session-098,4335712,4204288,34297,5384,4370009,time_only_unique,3.055,1,not_ambiguous,True,,False,cleared,2026-07-18T19-56-15Z-0000__work-independent-affected-code-a-v2.json
attempt,work-adjudicate-analysis-repair-v5,work,manual_semantic_reliability,2026-07-18T20:20:11Z,2026-07-18T20:41:20.286000Z,1262.491,session-099,8863034,8679168,28741,3958,8891775,time_only_unique,3.571,1,not_ambiguous,False,,True,superseded,2026-07-18T20-20-11Z-0000__work-adjudicate-analysis-repair-v5.json
decision,024-patch,patch,orchestration,2026-07-18T20:48:12Z,2026-07-18T20:48:12Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=12; add_contracts=6; supersede=12; cancel=0
attempt,work-finalize-analysis-failclosed,work,fail_closed_analysis_repair,2026-07-18T20:48:35Z,2026-07-18T21:07:08.311000Z,1106.65,session-100,6157550,6009856,20169,3827,6177719,time_only_unique,3.444,1,not_ambiguous,True,,False,cleared,2026-07-18T20-48-35Z-0000__work-finalize-analysis-failclosed.json
attempt,validate-analysis-failclosed-scrutiny,validate,validation,2026-07-18T21:07:08Z,2026-07-18T21:07:08Z,0.0,,0,0,0,0,0,ambiguous,4.25,2,multiple_time_only_candidates,True,False,False,cleared,2026-07-18T21-07-08Z-0000__validate-analysis-failclosed-scrutiny.json
attempt,validate-analysis-failclosed-surface,validate,validation,2026-07-18T21:07:08Z,2026-07-18T21:07:08Z,0.0,,0,0,0,0,0,ambiguous,4.25,2,multiple_time_only_candidates,False,False,False,cleared,2026-07-18T21-07-08Z-0001__validate-analysis-failclosed-surface.json
decision,025-patch,patch,orchestration,2026-07-18T21:26:44Z,2026-07-18T21:26:44Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=4; add_contracts=0; supersede=1; cancel=0
attempt,work-repair-analysis-failclosed-schema,work,fail_closed_analysis_repair,2026-07-18T21:27:06Z,2026-07-18T21:51:02.336000Z,1429.028,session-103,6126905,5979648,32104,7564,6159009,task_id_and_time,4.023,1,not_ambiguous,True,,False,cleared,2026-07-18T21-27-06Z-0000__work-repair-analysis-failclosed-schema.json
attempt,validate-analysis-failclosed-schema-scrutiny,validate,validation,2026-07-18T21:51:03Z,2026-07-18T21:51:03Z,0.0,,0,0,0,0,0,ambiguous,3.517,2,multiple_time_only_candidates,True,False,False,cleared,2026-07-18T21-51-03Z-0000__validate-analysis-failclosed-schema-scrutiny.json
attempt,validate-analysis-failclosed-schema-surface,validate,validation,2026-07-18T21:51:03Z,2026-07-18T21:51:03Z,0.0,,0,0,0,0,0,ambiguous,3.517,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-18T21-51-03Z-0001__validate-analysis-failclosed-schema-surface.json
decision,026-patch,patch,orchestration,2026-07-18T22:12:21Z,2026-07-18T22:12:21Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=4; add_contracts=0; supersede=1; cancel=0
attempt,work-repair-analysis-failclosed-values-v3,work,fail_closed_analysis_repair,2026-07-18T22:12:43Z,2026-07-18T23:03:55.985000Z,3066.199,session-106,22488194,22078464,40526,7028,22528720,task_id_and_time,2.712,1,not_ambiguous,True,,False,cleared,2026-07-18T22-12-43Z-0000__work-repair-analysis-failclosed-values-v3.json
attempt,validate-analysis-failclosed-values-scrutiny,validate,validation,2026-07-18T23:03:56Z,2026-07-18T23:03:56Z,0.0,,0,0,0,0,0,ambiguous,3.474,2,multiple_time_only_candidates,False,False,False,cleared,2026-07-18T23-03-56Z-0000__validate-analysis-failclosed-values-scrutiny.json
attempt,validate-analysis-failclosed-values-surface,validate,validation,2026-07-18T23:03:56Z,2026-07-18T23:03:56Z,0.0,,0,0,0,0,0,ambiguous,3.474,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-18T23-03-56Z-0001__validate-analysis-failclosed-values-surface.json
decision,027-patch,patch,orchestration,2026-07-18T23:32:44Z,2026-07-18T23:32:44Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=4; add_contracts=0; supersede=1; cancel=0
attempt,work-repair-analysis-failclosed-narrative-v4,work,fail_closed_analysis_repair,2026-07-18T23:33:10Z,2026-07-19T01:01:32.760000Z,5296.208,session-109,27302247,26912768,32786,5774,27335033,time_only_unique,3.083,1,not_ambiguous,True,,False,cleared,2026-07-18T23-33-10Z-0000__work-repair-analysis-failclosed-narrative-v4.json
attempt,validate-analysis-failclosed-narrative-scrutiny,validate,validation,2026-07-19T01:01:33Z,2026-07-19T01:01:33Z,0.0,,0,0,0,0,0,ambiguous,3.287,2,multiple_time_only_candidates,True,False,False,cleared,2026-07-19T01-01-33Z-0000__validate-analysis-failclosed-narrative-scrutiny.json
attempt,validate-analysis-failclosed-narrative-surface,validate,validation,2026-07-19T01:01:33Z,2026-07-19T01:01:33Z,0.0,,0,0,0,0,0,ambiguous,3.287,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-19T01-01-33Z-0001__validate-analysis-failclosed-narrative-surface.json
decision,028-patch,patch,orchestration,2026-07-19T02:09:29Z,2026-07-19T02:09:29Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=4; add_contracts=0; supersede=1; cancel=0
attempt,work-repair-analysis-failclosed-inventory-v5,work,fail_closed_analysis_repair,2026-07-19T02:09:58Z,2026-07-19T02:48:49.330000Z,2323.639,session-112,13520206,13309184,46138,14277,13566344,task_id_and_time,3.522,1,not_ambiguous,True,,False,cleared,2026-07-19T02-09-58Z-0000__work-repair-analysis-failclosed-inventory-v5.json
attempt,validate-analysis-failclosed-inventory-scrutiny,validate,validation,2026-07-19T02:48:49Z,2026-07-19T02:48:49Z,0.0,,0,0,0,0,0,ambiguous,3.981,2,multiple_time_only_candidates,True,True,False,cleared,2026-07-19T02-48-49Z-0000__validate-analysis-failclosed-inventory-scrutiny.json
attempt,validate-analysis-failclosed-inventory-surface,validate,validation,2026-07-19T02:48:49Z,2026-07-19T02:48:49Z,0.0,,0,0,0,0,0,ambiguous,3.981,2,multiple_time_only_candidates,True,True,False,cleared,2026-07-19T02-48-49Z-0001__validate-analysis-failclosed-inventory-surface.json
decision,029-continue,continue,orchestration,2026-07-19T03:19:35Z,2026-07-19T03:19:35Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=0; add_contracts=0; supersede=0; cancel=0
attempt,work-compare-jq-descriptive,work,analysis,2026-07-19T03:20:03Z,2026-07-19T03:34:11.051000Z,841.19,session-116,5275469,5112832,29747,5861,5305216,task_id_and_time,3.551,2,not_ambiguous,True,,False,cleared,2026-07-19T03-20-03Z-0001__work-compare-jq-descriptive.json
attempt,work-compare-ops-descriptive,work,analysis,2026-07-19T03:20:03Z,2026-07-19T03:44:11.698000Z,1441.952,session-117,9347658,9143296,38049,7819,9385707,task_id_and_time,3.632,1,not_ambiguous,True,,False,cleared,2026-07-19T03-20-03Z-0002__work-compare-ops-descriptive.json
attempt,work-compare-tokens-descriptive,work,analysis,2026-07-19T03:20:03Z,2026-07-19T03:30:27.332000Z,614.58,session-118,3198848,3059712,19415,2786,3218263,task_id_and_time,4.118,1,not_ambiguous,True,,False,cleared,2026-07-19T03-20-03Z-0003__work-compare-tokens-descriptive.json
attempt,work-compare-tools-descriptive,work,analysis,2026-07-19T03:20:03Z,2026-07-19T03:32:40.573000Z,750.548,session-115,6761199,6593792,20118,3059,6781317,task_id_and_time,3.41,3,not_ambiguous,True,,False,cleared,2026-07-19T03-20-03Z-0000__work-compare-tools-descriptive.json
attempt,work-synthesis-report-failclosed,work,report_provenance_repair,2026-07-19T03:44:12Z,2026-07-19T04:03:10.282000Z,1131.946,session-119,8034087,7811072,40375,7516,8074462,time_only_unique,3.222,1,not_ambiguous,False,,True,superseded,2026-07-19T03-44-12Z-0000__work-synthesis-report-failclosed.json
decision,030-patch,patch,orchestration,2026-07-19T04:04:09Z,2026-07-19T04:04:09Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=5; add_contracts=0; supersede=4; cancel=0
attempt,work-preserve-original-report-failures,work,report_provenance_repair,2026-07-19T04:04:38Z,2026-07-19T04:18:09.882000Z,807.227,session-120,3973046,3831296,25682,5201,3998728,task_id_and_time,2.371,1,not_ambiguous,True,,False,cleared,2026-07-19T04-04-38Z-0000__work-preserve-original-report-failures.json
attempt,work-finalize-report-failclosed-v2,work,report_provenance_repair,2026-07-19T04:18:10Z,2026-07-19T04:30:42.420000Z,746.003,session-121,3736271,3590144,19181,4736,3755452,time_only_unique,3.167,1,not_ambiguous,True,,False,cleared,2026-07-19T04-18-10Z-0000__work-finalize-report-failclosed-v2.json
attempt,validate-report-failclosed-v2-scrutiny,validate,validation,2026-07-19T04:30:43Z,2026-07-19T04:30:43Z,0.0,,0,0,0,0,0,ambiguous,1.764,2,multiple_time_only_candidates,False,False,False,cleared,2026-07-19T04-30-43Z-0000__validate-report-failclosed-v2-scrutiny.json
attempt,validate-report-failclosed-v2-surface,validate,validation,2026-07-19T04:30:43Z,2026-07-19T04:30:43Z,0.0,,0,0,0,0,0,ambiguous,1.764,2,multiple_time_only_candidates,False,False,False,cleared,2026-07-19T04-30-43Z-0001__validate-report-failclosed-v2-surface.json
decision,031-patch,patch,orchestration,2026-07-19T09:37:46Z,2026-07-19T09:37:46Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=3; add_contracts=0; supersede=1; cancel=0
attempt,validate-report-failclosed-v3-scrutiny,validate,validation,2026-07-19T09:37:57Z,2026-07-19T09:37:57Z,0.0,,0,0,0,0,0,ambiguous,4.43,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-19T09-37-57Z-0000__validate-report-failclosed-v3-scrutiny.json
attempt,validate-report-failclosed-v3-surface,validate,validation,2026-07-19T09:37:57Z,2026-07-19T09:37:57Z,0.0,,0,0,0,0,0,ambiguous,4.43,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-19T09-37-57Z-0001__validate-report-failclosed-v3-surface.json
decision,032-patch,patch,orchestration,2026-07-19T09:53:06Z,2026-07-19T09:53:06Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=5; add_contracts=0; supersede=1; cancel=0
attempt,work-repair-tools-jq-runtime-facets-v4,work,analysis,2026-07-19T09:53:15Z,2026-07-19T10:24:01.734000Z,1840.162,session-126,13636311,13418752,40863,7220,13677174,time_only_unique,2.676,1,not_ambiguous,True,,False,cleared,2026-07-19T09-53-15Z-0000__work-repair-tools-jq-runtime-facets-v4.json
attempt,work-rebuild-final-report-runtime-facets-v4,work,report_provenance_repair,2026-07-19T10:24:02Z,2026-07-19T10:46:21.510000Z,1333.137,session-127,10598076,10386944,34877,7854,10632953,time_only_unique,3.111,1,not_ambiguous,True,,False,cleared,2026-07-19T10-24-02Z-0000__work-rebuild-final-report-runtime-facets-v4.json
attempt,validate-report-failclosed-v4-scrutiny,validate,validation,2026-07-19T10:46:22Z,2026-07-19T10:46:22Z,0.0,,0,0,0,0,0,ambiguous,3.041,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-19T10-46-22Z-0000__validate-report-failclosed-v4-scrutiny.json
attempt,validate-report-failclosed-v4-surface,validate,validation,2026-07-19T10:46:22Z,2026-07-19T10:46:22Z,0.0,,0,0,0,0,0,ambiguous,3.041,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-19T10-46-22Z-0001__validate-report-failclosed-v4-surface.json
decision,033-patch,patch,orchestration,2026-07-19T11:11:40Z,2026-07-19T11:11:40Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=4; add_contracts=0; supersede=1; cancel=0
attempt,work-reconcile-token-contract-report-v5,work,report_provenance_repair,2026-07-19T11:12:01Z,2026-07-19T11:23:35.349000Z,686.67,session-130,5321700,5178624,20306,3093,5342006,time_only_unique,4.284,1,not_ambiguous,True,,False,cleared,2026-07-19T11-12-01Z-0000__work-reconcile-token-contract-report-v5.json
attempt,validate-report-failclosed-v5-scrutiny,validate,validation,2026-07-19T11:23:36Z,2026-07-19T11:23:36Z,0.0,,0,0,0,0,0,ambiguous,3.26,2,multiple_time_only_candidates,True,True,False,cleared,2026-07-19T11-23-36Z-0000__validate-report-failclosed-v5-scrutiny.json
attempt,validate-report-failclosed-v5-surface,validate,validation,2026-07-19T11:23:36Z,2026-07-19T11:23:36Z,0.0,,0,0,0,0,0,ambiguous,3.26,2,multiple_time_only_candidates,True,True,False,cleared,2026-07-19T11-23-36Z-0001__validate-report-failclosed-v5-surface.json
decision,034-patch,patch,orchestration,2026-07-19T11:42:21Z,2026-07-19T11:42:21Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=4; add_contracts=4; supersede=1; cancel=0
attempt,work-bind-repaired-assertions-v6,work,report_provenance_repair,2026-07-19T11:42:30Z,2026-07-19T12:02:16.064000Z,1178.71,session-133,8802060,8614400,31519,6072,8833579,time_only_unique,4.178,1,not_ambiguous,True,,False,cleared,2026-07-19T11-42-30Z-0000__work-bind-repaired-assertions-v6.json
attempt,validate-report-failclosed-v6-scrutiny,validate,validation,2026-07-19T12:02:16Z,2026-07-19T12:02:16Z,0.0,,0,0,0,0,0,ambiguous,3.807,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-19T12-02-16Z-0000__validate-report-failclosed-v6-scrutiny.json
attempt,validate-report-failclosed-v6-surface,validate,validation,2026-07-19T12:02:16Z,2026-07-19T12:02:16Z,0.0,,0,0,0,0,0,ambiguous,3.807,2,multiple_time_only_candidates,True,True,False,cleared,2026-07-19T12-02-16Z-0001__validate-report-failclosed-v6-surface.json
decision,035-patch,patch,orchestration,2026-07-19T12:25:45Z,2026-07-19T12:25:45Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=4; add_contracts=4; supersede=1; cancel=0
attempt,work-bind-regression-provenance-r3-v7,work,report_provenance_repair,2026-07-19T12:25:58Z,2026-07-19T12:44:15.971000Z,1090.291,session-136,5998179,5835520,32817,6980,6030996,time_only_unique,3.211,1,not_ambiguous,True,,False,cleared,2026-07-19T12-25-58Z-0000__work-bind-regression-provenance-r3-v7.json
attempt,validate-report-failclosed-v7-scrutiny,validate,validation,2026-07-19T12:44:16Z,2026-07-19T12:44:16Z,0.0,,0,0,0,0,0,ambiguous,2.482,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-19T12-44-16Z-0000__validate-report-failclosed-v7-scrutiny.json
attempt,validate-report-failclosed-v7-surface,validate,validation,2026-07-19T12:44:16Z,2026-07-19T12:44:16Z,0.0,,0,0,0,0,0,ambiguous,2.482,2,multiple_time_only_candidates,True,True,False,cleared,2026-07-19T12-44-16Z-0001__validate-report-failclosed-v7-surface.json
decision,036-patch,patch,orchestration,2026-07-19T13:07:41Z,2026-07-19T13:07:41Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=5; add_contracts=5; supersede=1; cancel=0
attempt,work-freeze-typed-failure-lineage-v8,work,report_provenance_repair,2026-07-19T13:07:53Z,2026-07-19T13:18:35.425000Z,635.396,session-139,3120715,2971392,23591,3092,3144306,task_id_and_time,3.267,1,not_ambiguous,True,,False,cleared,2026-07-19T13-07-53Z-0000__work-freeze-typed-failure-lineage-v8.json
attempt,work-bind-r4-report-v8,work,report_provenance_repair,2026-07-19T13:18:36Z,2026-07-19T13:39:59.725000Z,1277.347,session-140,9092545,8899328,29764,4888,9122309,time_only_unique,3.232,1,not_ambiguous,True,,False,cleared,2026-07-19T13-18-36Z-0000__work-bind-r4-report-v8.json
attempt,validate-report-failclosed-v8-scrutiny,validate,validation,2026-07-19T13:40:00Z,2026-07-19T13:40:00Z,0.0,,0,0,0,0,0,ambiguous,2.272,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-19T13-40-00Z-0000__validate-report-failclosed-v8-scrutiny.json
attempt,validate-report-failclosed-v8-surface,validate,validation,2026-07-19T13:40:00Z,2026-07-19T13:40:00Z,0.0,,0,0,0,0,0,ambiguous,2.272,2,multiple_time_only_candidates,True,False,True,cleared,2026-07-19T13-40-00Z-0001__validate-report-failclosed-v8-surface.json
decision,037-patch,patch,orchestration,2026-07-19T14:06:34Z,2026-07-19T14:06:34Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=5; add_contracts=5; supersede=1; cancel=0
attempt,work-reconstruct-phase-correct-history-v9,work,report_provenance_repair,2026-07-19T14:07:04Z,2026-07-19T14:19:57.227000Z,764.454,session-143,2018382,1881856,32979,4366,2051361,task_id_and_time,4.536,1,not_ambiguous,True,,False,cleared,2026-07-19T14-07-04Z-0000__work-reconstruct-phase-correct-history-v9.json
attempt,work-bind-r5-report-links-v9,work,report_provenance_repair,2026-07-19T14:19:57Z,2026-07-19T14:43:02.978000Z,1378.441,session-144,8635265,8436480,38030,7502,8673295,time_only_unique,4.572,1,not_ambiguous,True,,False,cleared,2026-07-19T14-19-57Z-0000__work-bind-r5-report-links-v9.json
attempt,validate-report-failclosed-v9-scrutiny,validate,validation,2026-07-19T14:43:03Z,2026-07-19T14:43:03Z,0.0,,0,0,0,0,0,ambiguous,3.863,2,multiple_time_only_candidates,True,True,False,cleared,2026-07-19T14-43-03Z-0000__validate-report-failclosed-v9-scrutiny.json
attempt,validate-report-failclosed-v9-surface,validate,validation,2026-07-19T14:43:03Z,2026-07-19T14:43:03Z,0.0,,0,0,0,0,0,ambiguous,3.863,2,multiple_time_only_candidates,True,True,False,cleared,2026-07-19T14-43-03Z-0001__validate-report-failclosed-v9-surface.json
decision,038-continue,continue,orchestration,2026-07-19T15:11:19Z,2026-07-19T15:11:19Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=0; add_contracts=0; supersede=0; cancel=0
terminal_review,2026-07-19T15-11-46Z,terminal_review,terminal_review,2026-07-19T15:11:46Z,2026-07-19T15:19:42.235000Z,467.068,session-147,2906708,2752768,9874,4263,2916582,task_id_and_time,3.841,1,not_ambiguous,False,,True,mission_running,Fresh-context reviewer; mission artifacts forbidden by reviewer prompt.
decision,039-continue,continue,orchestration,2026-07-19T15:20:39Z,2026-07-19T15:20:39Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=0; add_contracts=0; supersede=0; cancel=0
terminal_review,2026-07-19T15-21-06Z,terminal_review,terminal_review,2026-07-19T15:21:06Z,2026-07-19T15:27:20.864000Z,366.862,session-148,1777028,1658880,9359,3879,1786387,task_id_and_time,4.386,1,not_ambiguous,False,,True,mission_running,Fresh-context reviewer; mission artifacts forbidden by reviewer prompt.
decision,040-continue,continue,orchestration,2026-07-19T15:28:11Z,2026-07-19T15:28:11Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=0; add_contracts=0; supersede=0; cancel=0
terminal_review,2026-07-19T15-28-32Z,terminal_review,terminal_review,2026-07-19T15:28:32Z,2026-07-19T15:35:39.273000Z,417.927,session-149,2179462,2043648,7246,2209,2186708,time_only_unique,4.827,1,not_ambiguous,False,,True,mission_running,Fresh-context reviewer; mission artifacts forbidden by reviewer prompt.
decision,041-continue,continue,orchestration,2026-07-19T15:36:09Z,2026-07-19T15:36:09Z,0,,0,0,0,0,0,,,,,,,,,add_tasks=0; add_contracts=0; supersede=0; cancel=0
